text,label,sumber
"Berdamai dengan isi kepala, isi dompet dan keadaan. 
#PPKM",0,Twitter
"Cegah Covid-19, Polres Kepulauan Seribu dan Polsek Jajaran melakukan Himbauan ProKes dan membagikan 1.600 Masker ke warga. Jumat (26/11).

#ayopakaimasker
#ppkm
#ppkmlevel1
#polreskepulauanseribu
#pulauseribu
#protokolkesehatan
#kampungtangguhjaya
#nyokkitevaksin https://t.co/4WDqP3y2jh",0,Twitter
"Ngapain juga nongkrongin makam???? 

#aniesharusmundur 
#PPKMDarurat 
#PPKM 
#IkatanCintaEp362 https://t.co/yOwk7OptF6",0,Twitter
"Sempat Anjlok Akibat PPKM, Kuliner Pisang Krispi di Lembang, Renyah, dan Menggoda #BIS 22/08

Selengkapnya https://t.co/QD9PDfHIko

#Pisang #Lembang #PPKM #UMKM #BandungBarat https://t.co/XUFknOHWds",0,Twitter
@kompascom ga ada grasi ; amnesti atau apa namanya pak @jokowi #PPKM,0,Twitter
"lets play a bit, and then imma do my dishes
twitch: https://t.co/AIWn2pnX2f
youtube: https://t.co/J55Ucdq9ur

#ENVtuber #Vtubers #genshintwt #pipyourlive #PPKM",0,Twitter
"Sungguh kerenya pak Lord #Luhut smpe berseliweran dokumen implementasi PPKM Darurat Jawa-Bali 2021, tertulis nama file LBP_PPKM Darurat. Hail to the king. 😄😄😄😁😁 #PPKM https://t.co/eNrUA9M3NC",0,Twitter
"#poldajateng #covid19 #ppkm #ppkmdarurat #pemerintah #dprdjateng #pdip

https://t.co/0xAWlBefnQ",0,Twitter
"Surat Al Qadr dan Artinya || Belajar Membaca Alqur'an dengan Terjemahan https://t.co/J6NqlC9WE1 lewat @YouTube 

#PPKMDaruratPastiBaik #PPKMDarurat #PPKM #indoviral",0,Twitter
Direktur Utama Perum Bulog Budi Waseso (Buwas) menegaskan akan memecat jajarannya di Bulog yang melakukan penyelewengan terhadap bantuan sosial! #ppkm #corona  https://t.co/e0fFkqliNG,0,Twitter
"Hukum di indonesia buta ya pak @jokowi dimana orang-orang berduit lebih dibela. Makanya tuhan murka dengan didatangkan bencana covid, karena negara mendzolimi kejujuran dan keadilan.
#PPKM #hukumallahparipurna",0,Twitter
"Alhamdulillah done

iTOYOTA 
081336373777
08113492000

#raize 
#raizetss 
#ppkm
#ppkmdarurat 
#ppnbm2021 
#PPNBM 
#surabayaraya
#surabaya 
#sidoarjo 
#gresik 
#jatim
#jawatimur 
#toyota
#promo @ The Gayungsari https://t.co/eBBFNMil4e",0,Twitter
"erksNEWS - PPKM di Sumedang Bisa Diperpanjang 

#ppkm #sanksi #prokes #protokolerkesehatan #wfh #sumedang #erksfm #newserks

-LPPL eRKS FM-

Lihat Selengkapnya di: https://t.co/znD60LJ2xW https://t.co/0z9Wbc0PoK",0,Twitter
"Selebgram Herlin Kenza Dipanggil Polisi Usai Picu Kerumunan Saat PPKM: Aku Tahu Aku Salah #herlinkenza #selebgram #ppkm #aceh #BeritaTerkini 
https://t.co/IOC8CMxnzN",0,Twitter
"Saya menyambut positif kebijakan Pemerintah Provinsi Jawa Timur yang melonggarkan pembatasan kegiatan masyarakat. 

@JatimPemprov

#LaNyalla #ketuadpdri #dpdri #daridaerahuntukindonesia #ppkm #pendidikan #pembelajarantatapmuka #pemprovjatim #jawatimur #jatim #beranibangkit https://t.co/l6cOJkwlHN",0,Twitter
Pelonggaran PPKM dengan melabeli level mendapat perhatian publik terkait arah kebijakan tersebut. #ppkm https://t.co/1pwChZlZ3W,0,Twitter
"Coba jalankan dulu secara rutin ya... Olahraga adalah salah satu cara supaya di tengah PPKM yang membuat kalian WFH itu jadi tambah produktif. Bikin semangat kerja dan konsentrasi meningkat.

#IndonesiaFinansialGroup 
#PPKM
#OlahragaOtak
#OlahragaBadan
#SemangatBekerja",0,Twitter
"Di saat2 genting, terdesak, darurat. Siapapun kalian, saya tak bisa mnolong. Terlebih dg adanya #PPKM . Kita smw terbatas. 

Kau yg blm mau mati, doalah:
""ROH KUDUS...3x"" Lawatlah &amp; Tolonglah aku, org lain KAU hampiri, JANGAN JALAN TRUS !. Aku percaya hny dg -MU lah aku hidup. https://t.co/KxeZ4XP1d1",0,Twitter
As flatten the curve is underway in #Indonesia it's time to prepare way toward exit stage of Pandemic by releasing the supression vis a vis #PPKM otherwise the people depression worsening and prolog economic recession https://t.co/CdvyefgrdF,0,Twitter
"Smartfren Gokil Max membuat semua pekerjaanku jadi mudah 🥳
@smartfrenworld
#inibarugokil #kuybisa #ppkm #rejekiwow #gokilmax https://t.co/XDSMq6PwiQ",0,Twitter
Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3 dan 2 di #PikoData https://t.co/aKjpRU4rI2,0,Twitter
"PPKM Jawa Bali Diperpanjang hingga 29 November, Jakarta Tatap Level 1 https://t.co/NHty0x7dj1 via @antvnewsplus #PPKM #Pandemic #Covid_19",0,Twitter
"Polisi menyiapkan sejumlah titik penyekatan di tiga provinsi yakni di #JawaBarat, #JawaTimur, dan #Yogyakarta selama masa Pemberlakuan Pembatasan Kegiatan Masyarakat (#PPKM) Darurat 3-20 Juli 2021.
https://t.co/KFgYpacN0P
#PPKMDaruratCegahCovid https://t.co/sE12taXSlf",0,Twitter
"#Bantuan
#bonus
#ppkm",0,Twitter
Rizal Ramli mengkritik cara kerja pemerintah dalam menangani pandemi covid-19 di Indonesia. Dia mengungkit anggaran penanganan pandemi di Indonesia. #ppkm https://t.co/EobJtxhomZ,0,Twitter
"Presiden Jokowi Tak Puas Hasil PPKM, Wali Kota Bandung Mang Oded Langsung Gelar Rapat Malam-malam #PPKM #PSBB #bandung 

https://t.co/xKe6vucvSP",0,Twitter
"Sosiolog, Musni Umar menyampaikan bahwa Indonesia harus memilih prioritas utama yakni menyelamatkan rakyatnya. Indonesia dinilai masih mampu untuk melakukan lockdown dengan biaya Rp60 - Rp70 triliun https://t.co/D9fEmkWiEb #MusniUmar #PPKM #PPKMDarurat #CariBeritaditvOne #NewsOne https://t.co/axPnqfgye4",0,Twitter
"Komika Coki Pardede ditangkap Polres Metro Tangerang Kota terkait dugaan penyalahgunaan narkoba Tiru ‘Heisenberg’
.
#CokiPardede #cokinarkoba #narkoba #breakingbad #cokiditangkap #polres #Heisenberg #infoTangerang #PPKM 
https://t.co/0r1m8xAXvk",0,Twitter
"menyepakati keputusan agar semua penumpang khususnya yang akan masuk ke Bangka Belitung wajib menunjukkan Kartu/Surat Keterangan Mengikuti Vaksin Covid-19. 

#postingyangbaik #babel #covid #PPKM #mikro #PPKMmikro #ekonomi #kesehatan #indonesia #pembatasan #kegiatan #masyarakat",0,Twitter
"Pemerintah tetapkan aturan baru di PPKM Level 4, yaitu mengizinkan makan di tempat berdurasi 20 menit. Namun makan cepat-cepat bisa timbulkan gangguan ini, lo. #ppkm https://t.co/93HFIcFnNO",0,Twitter
"The exact rules for the holiday period have been confirmed. Do you think they’ll be effective?

#ppkm #december #rules #newyear #restrictions 

https://t.co/n3Nzhb9bzb",0,Twitter
"Berita terbaru: Terdampak PPKM, Skuad Sulut United Diliburkan https://t.co/ZhkJARrIUo #PPKM #Sulut_United #Vian_Rondonuwu",0,Twitter
"https://t.co/tPmuljjQXY
Lagi. PPKM Level 4 kembali di perpanjang hingga 9 Agustus

https://t.co/9WERhvli70

#PpkmDiperpanjang #PPKM https://t.co/yUKP77gyWM",0,Twitter
"Sekarang kita hidup di zaman yang besar bisa moncor yang kecil kejepit. 

#PPKM",0,Twitter
"TNI-Polri Sisihkan Rejeki untuk Berbagi @@smpantura https://t.co/T37ISbgTLv 
#TNI #Polisi #Rejeki #Sembako #Bantuan #PPKM",0,Twitter
"Sambangi usaha pangkas rambut, Polri imbau taat protokol kesehatan menjaga kesehatan dan keselamatan

#polripresisi 
#ppkm
#adaptasikebiasaanbaru 
#bersatulawancovid19 https://t.co/R6POHTwmC0",0,Twitter
#skincare #skincareroutine #skincaretips #OrganicBEAUTY #PPKM,0,Twitter
"Pak bansos mana pak  🚑

#PPKM LeveL dewa",0,Twitter
#PPKM https://t.co/AFu0uDJEcQ,0,Twitter
Beginilah kata kata umar sewaktu jadi khalifah pemimpin. #SebenarnyaJokowiSudahHabis #ppkm #RakyatBukanMayat #Covid_19 https://t.co/dGlCHuHAQi,0,Twitter
"Akibat melanggar prokes, Wali Kota Malang dikenakan dena Rp 25 juta.

#merahputihcom #ppkm #Malang #UPDATE 
https://t.co/w3WmVu7Xpx",0,Twitter
"Pemerintah sekarang gila banget, diatas jam 20.00 harus tutup semua mulai dari warung makan,toko sembako dan minimarket. Dan memberlakukan PPKM dari tanggal 3 s/d 20 Juli 
..gimana nasib pedagang dan UMKM yg sedang mencari nafkah
""
""
""
#PPKM #juli #COVID19 #pemerintahgerakcepat",0,Twitter
"TOTAL DENDA OPERASI YUSTISI PPKM CAPAI RP.129 JUTA

Selengkapnya: https://t.co/qJH65hbm6P

#PPKM
#SuaraSidoarjo https://t.co/mzHAwuKuzH",0,Twitter
Prediksi hari ini SYDNEY 15 November 2021 #ppkm #ppkmrendahkanangkacovid #ppkmrendahkanangkacovid https://t.co/YEG7QXWAZe,0,Twitter
"""Atas arahan Presiden, PPKM 4, 3, 2, akan diperpanjang hingga 16 Agustus,"" kata Luhut dalam siaran langsung di kanal YouTube Sekretariat Presiden, Senin malam (9/8/2021).

📸 @wisata_tamansari_yogyakarta 
#PPKM
#PPKMLevel4
#visitingjogja 
#jogjaistimewa",0,Twitter
"Disiplinkan Warga, Polsek Kepulauan Seribu Selatan Terus giatkan Ops Yustisi Gabungan. Sabtu (18/09/2021).

#PPKM
#PPKMLevel3
#ayopakaimasker
#kampungtangguhjaya
#polreskepulauanseribu
#protokolkesehatan https://t.co/wHh1fYUs16",0,Twitter
"Pos pemeriksaan PPKM di Banjarmasin, tidak ada penyekatan tapi hanya pemeriksaan
https://t.co/9o19vl61zJ #PPKMLevel4 #ppkm #banjarmasin #wargabanua #wargabanjar #kalsel #Covid_19",0,Twitter
"Hingga pekan kedua PPKM tahap pertama, belum ada penurunan kasus Covid-19.

#Covid19 #PSBB #PPKM #ProtokolKesehatan #News

https://t.co/WWycmHPTtT",0,Twitter
"#ppkm Darurat, Polri Gelar Operasi Aman Nusa II Lanjutan. Kunjungi https://t.co/j8BbBmmADa . #Kapolri #mbb https://t.co/mkYM51ez6k",0,Twitter
"PPKM Darurat sebagai langkah terbaik untuk menekan laju lonjakan Covid-19 di Indonesia 
#dukungPPKMDarurat #PPKM #COVID19  #patuhiPPKMDarurat https://t.co/uQDBTqD64i",0,Twitter
"Ketika smua org borong susu sma kelapa.
Cara gw anti mainstream lah, stok momogi! Wkwkwk 
#survival #momogi #ppkm https://t.co/bIonpXouaW",0,Twitter
"#PPKM Darurat tidak perlu panik, Pakai Produk Kesehatan Milenial!
Hanya dengan SATU KALI KLIK! kamu dapat menSterilisasi perangkat keseharianmu.

FYI bagi kamu yang sedang #PPKMDarurat, pesan melalui Call Center kami di 0819-888-077.

#PlayWorksStore - The Official Licensed Store https://t.co/WhiEyZFU16",0,Twitter
"Alhamdulillah, Penanganan Covid-19 di Indonesia Terkendali https://t.co/PYM99qsXp8 #PPKM",0,Twitter
"#PPKM versiku ....
https://t.co/CmqZXz5KhC
ngembangin hobby pakai smartfren Gokil MAX karena anti lelet dan bisa dipakai 24jam di semua aplikasi 
#KuyBisa 
#IniBaruGokil 
#Rejekiwow",0,Twitter
"#Repost @ditjen_imigrasi
#imigrasippkm #uruspaspor #protokolkesehatan #ppkm #ppkmlevel3 https://t.co/aIPmJ9LlpE",0,Twitter
"Kalau Electrizen punya usaha apa nih dirumahnya? Coba share di kolom komentar ya!

Klik link di bio untuk download aplikasi PLN Mobile.

#PLNMobile #SemuaMakinMudah #tambahdaya #usaharumahan #ppkm",0,Twitter
Presiden Joko Widodo mengingatkan agar ASN di seluruh daerah memiliki nilai dasar yang sama yakni selalu melayani masyarakat. #PPKM  https://t.co/0jVPm9DFet,0,Twitter
"https://t.co/tcf6XhMicU
42 titik Lokasi Penyekatan Jalan di Jawa Tengah Selama PPKM Darurat

https://t.co/g2rFK1IzCR

#COVID19 #Jawa #Bali #PPKM #PPKMDarurat https://t.co/XIpqwMctgi",0,Twitter
"Berpikir positif biar hasil negatif 💪
#pejuangnegatif #COVID19 #PPKM https://t.co/unfhfyuPxg",0,Twitter
"Hasil untuk pasaran HONGKONG  hari ini adalah :
Nomor : 5983
Shio : Kelinci
Selamat untuk pemenang...!!!

#dmbet99 #togelhongkong #ppkm",0,Twitter
"Bismillah, Dgn adanya PPKM darurat pandemi #COVID19 semoga cepat pulih dan hidup kita normal lagi seperti sedia kala! Amin ya Allah 🙏🙏😇

#PPKM #PPKMDaruratItuSolusi #PPKMDaruratLindungiKita https://t.co/JaUX0pyJrl",0,Twitter
"Belanja kebutuhan jualan selama #PPKM lebih gampang di PAYFAZZ Grosir!

Gunakan juga kupon POTONGAN15K untuk nikmati potongan harga Rp15.000* yang bikin belanja jadi lebih murah ya Sob.

*S&amp;K berlaku
https://t.co/QlIl2QGN0e
 #JadiMungkinDenganPAYFAZZGrosir https://t.co/HWVLeAsaq8",0,Twitter
"20 Objek Wisata di Bandung Uji Coba Operasional Saat PPKM Level 3 #iNewsSiang 12/09 

Selengkapnya https://t.co/JUxlAaHqSJ

#Wisata #ObjekWisata #Bandung #JawaBarat #UjiCoba #PPKM https://t.co/YtacFE5nk5",0,Twitter
@abu_waras #PPKM=PlangaPlongoKapanMundurya https://t.co/I9ktHsOdnm,0,Twitter
Hiburan dulu guys #ppkm https://t.co/OVfw4jB530,0,Twitter
"Sejak PSBB season 2 dilakukan, sejak itu pula jam datangnya hujan yg biasanya mulai sebelum jam 12 siang berganti ke jam 7 malam. How I do love Jogja more and more
#ppkm #PSBB",0,Twitter
"Dari Evaluasi PPKM, terjadi penurunan kasus covid-19 cukup signifikan
#corona #covid19 #VaksinAman #VaksinHalal #ppkm https://t.co/vDnOcANnJh",0,Twitter
"#PPKM tidak menghadang kita untuk berkreasi

Ayo siapa yang mau cobain Ayam Kencur Khas Bangka?klo yang sudah beli buku Resep Chef Eddrian pasti tahu
.
.
.
#eddriantjhiacheffansid #ayamkencur #khasbangkabelitung #dinnerideas https://t.co/FrixG0Ipr7",0,Twitter
Diperpanjang terooooosssssss :(((((((((((((((( #PPKM,0,Twitter
#PPKM #luarJawaBali #diperpanjang hingga 22 November 2021 https://t.co/bsZ2ynwJLd,0,Twitter
Malam Minggu Jangan Pacaran #PPKM || Genshin Impactgenshin Indonesia https://t.co/6NsFJXo3wN,0,Twitter
Bagaimana pendapat kalian terkait PPKM ini? Tetap patuhi prokes &amp; selalu waspada yaa.. #PPKM #Covid19 #Indonesia https://t.co/iTXLXudBwT,0,Twitter
"Tempat hiburan segera beroperasi, Kapolrestabes Surabaya ajak pengusaha RHU teken pakta integritas https://t.co/ORF6ObxANu

#ppkm #polrestabessurabaya #rhu #kemenkesri #surabaya #beritasurabayaterkini #updatesurabaya #Lensaindonesiacom",0,Twitter
"#TRENDING

Komisaris Besar Polisi Sambodo Purnomo Yogo, mengklaim selama penerapan PPKM darurat dan PPKM level 4 di Jakarta, mobilitas warga dapat ditekan. Hal ini, kata dia, diketahui berdasarkan Google mobillity. Selengkapnya https://t.co/DB3O8cy2iq
#vivacoid #PPKM",0,Twitter
Anggota Komisi IX DPR RI Netty Prasetiyani Aher meminta pemerintah jangan membuat rakyat galau dengan kebijakan PPKM mingguan. #ppkm https://t.co/gYyz5Pwbc7,0,Twitter
"Ciptakan Kondusifitas, Bhabin Mundu Mesigit Polsek Mundu Polres Ciko Sambangi Warga Melalui Inovasi Jamblang di Masa PPKM Level 4 https://t.co/qTQJK4Atim 
#KimCipedes #Prokes #PPKM @PolresCirebon",0,Twitter
"(2/2) Jalankan terus protokol kesehatan 5M. Jangan keluar rumah bila tdk mendesak. Selalu gunakan masker dgn benar dan jaga jarak bila harus keluar rumah. Sering cuci tangan dgn sabun. Ingatkan sesama warga.
#JagaJakarta #HadapiBersama #COVID19 #PSBBJakarta #PPKM #JakartaBangkit https://t.co/qUSRw3Poyo",0,Twitter
"Wakil Ketua DPRD Karanganyar menilai penerapan PPKM berdampak positif terhadap kedisiplinan masyarakat dalam hal penerapan protokol kesehatan. #wartajateng #ppkm #karanganyar 

https://t.co/K1d0SdCVo0",0,Twitter
"Betapa dosa lambe dan julid manusia mengatasi kepedihan terpleset jatuh dari atas menara. Betapa dosa bibir kita mengotori hati kita, sebab yang keluar dari mulut berasal daripada hati...

#alkitab #saatteduh #indonesia #jakarta #bekasi #depok #jogja #yogyakarta #ppkm https://t.co/K6KIG9UqhP",0,Twitter
@IM3Ooredoo @IndosatCare #PPKMDarurat #PPKM #indosat #IM3Ooredoo,0,Twitter
"RESMI: PPKM akan diperpanjang, namun kabar baiknya untuk wilayah Jawa-Bali akan menerapkan PPKM level 3.

Ya bisa lah turun minggu depan ke level 2, dst..

#univlox #univloxnews #PPKM #PpkmDiperpanjang https://t.co/QIjoCQLsck",0,Twitter
#ppkm https://t.co/gJlPXGfk0j,0,Twitter
Tak tunggu #PPKM level 15 habis itu kita langsung war dilord bareng²,0,Twitter
Heboh! Dinar Candy Sampaikan Pernyataan Terbuka ke Presiden Jokowi Protes PPKM https://t.co/UmkdGb7ibM #dinarcandy #PPKMLevel4 #PPKM,0,Twitter
"Pemerintah memperpanjang masa pemberlakuan pembatasan kegiatan masyarakat (PPKM) berskala mikro hingga 22 Maret 2021.

#PPKM #PPKMMikro 
https://t.co/poc5gX1u1Y",0,Twitter
"Sobat Jatim, berikut adalah peraturan Inmendagri Nomor 34 Tahun 2021 tentang Pemberlakuan Pembatasan Kegiatan Masyarakat Level 4, Level 3, dan Level 2 Corona Virus Disease 2019 di Wilayah Jawa dan Bali.
@KhofifahIP @EmilDardak 
#PPKM https://t.co/EcCxyBB1io",0,Twitter
"Pemerintah melalui Kementerian Dalam Negeri (Kemendagri) telah menerbitkan aturan baru di masa evaluasi penanganan Covid-19 .

Selengkapnya: https://t.co/RZJhrEwPEM

#MNCTrijaya #TrijayaUpdate #PPKM #trending https://t.co/zi9KiqEmrV",0,Twitter
"Berikut Surat Edaran Instruksi Gubernur Sumatera Utara Nomor 188.54 / 01 / INST / Tahun 2022 Tentang Pemberlakuan PPKM Level 2 dan Level 1 mulai dari tanggal 04 Januari 2022 s.d 17 Januari 2022

Surat Edaran dapat di download melalui link ini : https://t.co/gL4cVMO2bE

#PPKM https://t.co/5N6Btz69gl",0,Twitter
"--PERATURAN PPKM DARURAT--
Berdasarkan INBUP No 17/instr/2021 tentang PPKM Darurat Kabupaten Bantul untuk pengendalian penyebaran virus corona disease (COVID-19).
Berlaku tanggal 03 Juli-20 Juli 2021(Bisa Diperpanjang).
.
#ppkmdarurat
#ppkm 
#Poldajogja https://t.co/w1eMCerbg9",0,Twitter
"https://t.co/pMvIEVfiZ8 

PPKM Level 2 Jabodetabek Diperpanjang, Simak Aturan Perjalanannya

#PPKM 
#Jabodetabek",0,Twitter
Panglima TNI Tegaskan Dana Dukungan Ditransfer ke Rekening Personel https://t.co/CVz8c9xvyv #DanaDukunganTNI #JenderalAndikaPerkasa #PanglimaTNI #PPKM https://t.co/eRUv7ZZraU,0,Twitter
Lagi #PPKM ya? Dimana rakyat kecil dirumahkan sedangkan para #TKAchina dipersilahkan keluar masuk indonesia. https://t.co/uiiS7LKhw5,0,Twitter
"Cara PT Dua Kelinci Mengatur Kerja Ribuan Karyawannya saat PPKM Darurat.

Selengkapnya klik tautan berikut ini. 
#Pati #DuaKelinci #Karyawan #PPKM #Darurat 

https://t.co/wpoWLn0ue7",0,Twitter
"Konser Zidan di Kama Probolinggo Ditunda, Mahdi: Karena Masih #PPKM Level 3 - https://t.co/dkSzC4zqAb",0,Twitter
"Pengunjung yang diperbolehkan masuk adalah berusia 12-70 tahun. Selain itu, pengunjung diwajibkan menunjukkan sertifikat vaksin melalui aplikasi Pedulilindungi untuk menghindari pemalsuan sertifikat.
https://t.co/9sd4vQKzLT
#NewsOne #CariBeritaditvOne #MalKotaKasablanka #PPKM https://t.co/bBOx97WpVw",0,Twitter
"#PPKM 
#PPKMSengsarakanRakyat https://t.co/EI8xdLrVaj",0,Twitter
"Kebijakan Perberlakukan Pembatasan Kegiatan Masyarakat (PPKM) Berjilid-jilid, Pemkot Batu Desak Kelonggaran Wisata
.
@pemkotbatukota #PPKM #PAD #Wisata #KotaBatu @infoKWB @infobatu #PBB 
https://t.co/p6QS4lba54",0,Twitter
Koyok e rencana nabung gawe rabi di tunda sek dek. #PPKM e Ra gelem dijak kompromi.,0,Twitter
